tid,id,number,title,length,artist,album,year,language
139140,122892-A067,52,052-Big Movie Action,0m 30sec,Udi Harpaz,Big Dramatic Trailers (unknown),null,Eng.
139141,216573-A055,8,008-Easy Lover,5m 5sec,PhiliTp Bailey & Phil Collins,The Columbia Masters (unknown),null,Eng.
139142,191538-A064,13,013-Adagio for orgel och strakar,11m 31sec,Tomaso Giovanni Albinoni,Skona Grona Dagar (1999),null,Swe.
139143,92829-A052,9,009-The Empath: Help Him / Spock Stuck / McCoy Tortured,5m 18sec,George W. Duning,"Star Trek, Volume Two: By Any Other Name / The Trouble With Tribbles / Mirror, Mirror / The Empath (1996)",null,Eng.
139144,153417-A00,19,"019-Book II - Nos. 27, 30, 31, 39, 48",2m 57sec,Johann Sebastian Bach,J.S. Bach Keyboard Works (unknown),null,Eng.
139145,20482-A017,9,009-Badda Card,3m 41sec,Prince Far I,Black Man Land (unknown),null,unknown
139146,203562-A069,16,016-An 'nen Kumpel,2m 32sec,Stefan Diestelmann & Band,Folkk Blues Best (1996),null,unknown
139147,19317-A08,6,006-Den lyckliga (Beate Virgine),4m 10sec,Mats,Milvus (1999),null,Swe.
139148,154249-A09,6,006-Turn to Stone,3m 49sec,Electric Light Orchestra,All Over the World: The Very Best of Electric Light Orchestra (2005),null,Eng.
139149,108087-A057,3,003-Interglacial,17m 16sec,Michael Prime,Domestic Science (1998),null,Eng.
139150,148323-A052,12,Tubular-012,3m 50sec,Shnabubula,Adventure Magic Supreme Journey Music (2010),null,Eng.
139151,107176-A049,16,016-For My Woman,3m 36sec,Joe Tex,This Is Gold (2003),null,Eng.
139152,234721-A046,9,009-I DREAMED A DREAM (May J. Autumn Tour 2013 Best & Covers 2013.11.08 Zepp Tokyo),unknown,May J.,Heartful Song Covers (2014),null,Jap.
139153,173352-Ao1,21,021-Hare Tonic,unknown,Let's Go Bowling,Max the Dog Says... Do the Ska! (1993),null,Eng.
139154,154588-A044,1,001-Dancing In the Moonlight,3m 53sec,Toploader,Dancing In the Moonlight - The Best of Toploader (unknown),null,Eng.
139155,124179-A034,12,012-No Worries,3m 27sec,Simon Webbe,"As  100 Mais Da Antena 1, Vol. II (2009)",null,Eng.
139156,81914-A067,3,"003-Solomon, Part I: From the mountains, lo! He comes",0m 27sec,William Boyce,Solomon (The Parley of Instruments feat. conductor: Roy Goodman) (1990),null,Eng.
139157,120079-A00,10,010-This  Is Who I Am,4m 50sec,Shane & Shane,Everything Is Different (2009),null,Eng.
139158,100289-A01,16,016-Duck Off,4m 3sec,V.I.C.,Beast (2008),null,Eng.
139159,3023-A06,10,010-Express,4m 19sec,E.U.,Livin' Large (1989),null,Eng.
139160,166647-A065,2,002-[interview],3m 36sec,"U2, Dave Fanning & Timothy White","1988-10-28: RTE 2, Dublin, Ireland (unknown)",null,Eng.
139161,116442-A033,15,015-San-Ho-Zay,3m 0sec,Jr. Walker & The All Stars,Greatest Hits (unknown),null,null
139162,213159-A052,4,004-What's the Matter Here,4m 44sec,Dawud Wharnsby Ali,Out Seeing the Fields (unknown),null,Eng.
139163,156431-A020,20,020-Undaunted,3m 42sec,Shiro Sagisu,His and Her Circumstances  Act 1.0 (2004),null,Jap.
139164,82519-A063,7,007-Stringent code,5m 1sec,.InfO OverLoaD,Vilthermurpher (1995),null,Eng.
139165,210841-A044,3,003-Hanging On,unknown,The Big Sun,StickleBacke,null,Eng.
139166,26149-A047,6,006-Land of Rhythm,3m 52sec,The Taxi Gang,The Sting featuring Sly and Robbie (1986),null,Eng.
139167,8888-A013,15,015-R.I.P. Srcew (feat. Bizzy Bone),5m 13sec,Lil' Flip,Undaground Legend (2002),null,unknown
139168,25247-A022,11,011-Ode to Billie Joe,4m 13sec,Bobbie Gentry,The Folk Years (2003),null,Eng.
139169,78168-A010,16,016-Crusin' on a Saturday Night,3m 20sec,Jerry Williams,16_Rockklassiker_(unknown),null,Eng.
139170,141121-A027,3,003-Yo sabia,2m 26sec,BEN Sa Tumba et son Orchestre,Danses a Deux - Mambo Chachacha (1992),null,Spa.
139171,128698-A022,3,003-Wanna Make Love (Come Flick My Bic),3m 29sec,Sun,The Greatest Hits (1998),null,Eng.
139172,71894-A013,5,005-Sandman,3m 37sec,RogerJosephManningJr.,The Land of Pure Imagination (2006),null,Eng.
139173,89332-A040,25,025-Happy Birthday,4m 23sec,,Blue Dragon Original Soundtrack (2006),null,Eng.
139174,58255-A063,10,010-Bitch Please,unknown,"Dr. Dre, Eminem & Snoop Dogg","2000-06-19:d Up in Smoke Tour: San Jose, CA, USA (unknown)",null,Eng.
139175,52131-A047,12,012-Sick and Tried,2m 34sec,Fats Domino,The Best of Fats Domino (2004),null,Eng.
139176,143782-A019,B1,0B1-Protection,unknown,bis,Return to Central (2001),null,Eng.
139177,202312-A00,2,002-Achi Maria,9m 19sec,H.O. Kabaselleh,Guitar Paradise of East Africa (1990),null,unknown
139178,219114-A016,5,005-Hot Hands,3m 52sec,The Cloak Ox,Shoot the Dog (unknown),null,Eng.
139179,230494-A052,8,"008-Chapter 21, Part 4",5m 29sec,Sonia Sotomayor read by Rita Moreno,My Beloved World (2013),null,Eng.
139180,118217-A021,14,014-On Every Street,4m 28sec,Dire Straits,The Very Best: MTV History 2000 (unknown),null,Eng.
139181,99407-A09,8,"008-Hello Mama, Hello Papa",4m 10sec,Michael Holm,Tranen lugen nicht (unknown),null,Ger.
139182,42786-A055,15,015-My Reason,4m 27sec,Demis Roussos,The Very Best Of (unknown),null,Eng.
139183,49839-A013,Earth and Heaven (1995),001-Find Your Way,4m 4sec,Repercussions,1,null,Eng.
139184,119722-A00,39,039-Tumpy,0m 30sec,T.B est,Boombastic Beats 2 (unknown),null,Eng.
139185,134939-A014,2,002-Deck the Joy,1m 2sec,[unknown],Christmas Collection 5 (unknown),null,Eng.
139186,41590-A054,4,004- ,3m 14sec,  (),     (1978),null,Heb.
139187,59027-A035,27,027-Forsaken Sanctuary,,,SOULCALIBUR III Original Soundtrack ~Legend of Sounds~ (2005),null,Eng.
139188,204972-A026,8,008-Warstones,4m 35sec,Letherette,Letherette (2013),null,Eng.
139189,25862-A031,17,017-Ddst,4m 3sec,Ravi og DJ Lv,Absolute Music 45 (2004),null,Eng.
139190,131218-A051,91,091-Silent Night (stinger 1),0m 20sec,Johnny Neel,"Solos / Organ, Vol. IV (unknown)",null,Eng.
139191,205142-A047,3m 29sec,013-Tavataanko taas,13,Eini,Tahtisarja: 30 suosikkia (2005),null,Fin.
139192,227377-A062,8,008-Hola decadence,4m 5sec,Les Respectables feat. Eric Lapointe & Martin Deschamps,Live au Centre Bell (2006),null,Fre.
139193,109304-A034,3,003-Vou Cantar Pra Voce,null,Carolina Soares,"Musicas De Capoeira, Vol. II (unknown)",null,Por.
139194,189336-A012,14,014-Fatty Girl,unknown,Ludacris feat. LL Cool J & Keith Murray,"Cruisin': 2002, Volume VII (unknown)",null,Eng.
139195,33371-A039,9,009-Les Mots,4m 29sec,Baobab,Reggae Social Club (2001),null,Fre.
139196,119667-A020,11,011-Patience,5m 7sec,Future Trail,Breaking New Ground (2009),null,Eng.
139197,80521-A045,16,016-Lily the Pink,4m 21sec,The Scaffold,The No. 1 Hits 1968,1968,Eng.
139198,198415-A032,19,019-Innocense,unknown,Velvet Rose,"Glamnation, Vol. II (2007)",null,EEng.
139199,128835-A066,6,005-Tema di Bonafe e colloquio delle fragole,unknown,Ennio Morricone,Il federale (1961),null,Ita.
139200,58443-A010,10,010-Life Is a Song Worth Singing,3m 42sec,Teddy Pendergrass,The Philly Years (disc 1) (unknown),null,En.
139201,98326-A013,9,009-Lonely,unknown,Necromantik Sunshine,The Pain of Pleasure! (2001),null,Eng.
139202,94840-A018,4,004-Lazy Riiver,3m 1sec,Louis Armstrong,Nederland Bevrijd (1994),null,Eng.
139203,216945-A09,10,010-,unknown,,Hande Hoch! (1993),null,Rsu.
139204,213539-A034,B1,0B1-Against All Odds (Take a Look at Me Now),3m 34sec,Royal Philharmonic Orchestra,Seriously Orchestral Hits Of Phil Collins (1991),null,Eng.
139205,40510-A016,5,005-Rossz alom,2m 31sec,Hevpesi Tamas,abo/abo (1995),null,Hun.
139206,132637-A028,2,002-UKIFUNE,4m 19sec,GO!GO!7188,Matsuri -Japan Bash Party 2007- New Sounds From Way Out East,2007,nEg.
139207,194254-A056,7,00-7Lost and Found,4m 46sec,Toyah,Phoenix (1997),null,Eng.
139208,133337-A012,37,017-Swizzle Stick (d),0m 30sec,William Jay Bergman & David Garfield,"Partytown, Volume 4: Jump Swing (unknown)",null,Eng.
139209,145408-A064,6,006-Radion Ska' Kneppas,4m 26sec,Malk de Koijn,Lve fra Roskilde Festival 2009 (unknown),null,Dan.
139210,121323-A029,66,066-Love Story :30,0m 30sec,Andrew Jackman,The Hollywood Series: Orchestral Promos (unknown),null,Eng.
139211,145206-A07,4,004-,1m 38sec,Camvas,GuitarFreaksXG & DrumManiaXG Originla Soundtracks rising edition (2010),null,Jap.
139212,193503-A062,7,007-That's Me,3m 16sec,ABBA,Arrival (unknown),null,Eng.
139213,6697-A064,5,005-Pretty Vacant,3m 20sec,Sex Pistols,Flogging a Dead Horse (2008),null,Eng.
139214,58778-A037,7,007-Turbina,3m 18sec,Elli Noise,Aire frio (2005),null,SpaJ.
139215,205937-A054,7,007-Lunar Phobia,unknown,No Joy,Wait to Pleasure (2013),null,Eng.
139216,140103-A066,6,006-Fatal Accident (vox),3m 48sec,Erik David Gamans,Volume 24: Crunchy Punchy 2 (unknown),null,Eng.
139217,217477-A057,4,"004-String Quartet in B-flat major, op. 71 no. 1: IV. (Finale): Vivace",5m 8sec,Joseph Haydn,The Complete Haydn String Quartets (2008),null,nEg.
139218,119351-A056,2,002-All We Need Is Hate,2m 24sec,CDCP,Chaos in Sweden (2011),null,Eng.
139219,204421-A058,10,010-Ebola in Memphis (Every Time I Die vs. Norma Jean),3m 46sec,The Legion of Doom feat. KRSOne,Incorporated (2006),null,Eng.
139220,27915-A015,3,003-Family Portrait,3m 48sec,P!nk,Absolute Music 42 (2003),null,unknown
139221,31048-A057,6,006-Dzielnica zebrakow,1m 56sec,Jacek Kaczmarski,Sarmatia (2004),null,Pol.
139222,187770-A07,3,"003-Guitar Sonata, op. 21 no. 1: III. Rondeau: Allegretto",4m 43sec,Ferdinando,"Guitar Sonatas: Op. 21, nos. 1-3 / Op. 5 (unknown)",null,E ng.
139223,39063-A046,18,018-J'emmene les gendarmes,2m 18sec,Les Freres Jacques,"Les Freres Jacques: 50 annees de chanson (box 4, disc 1: Les Annees Sudio) (1996)",null,Fre.
139224,208487-A060,A4,0A4-Raisin' Hell on the Prairies,4m 8sec,The Guess Who,All This for a Song (1979),null,Eng.
139225,127156-A059,3,003-The Cigarette Song,3m 18sec,The Perils,Good People Do Bad Things (2009),null,Eng.
139226,144919-A08,6,006-Perfect Day,3m 42sec,Cascada,Perfect Day (2010),null,EngK.
139227,42146-A062,3,003-Case in Fact,4m 11sec,Treble Charger,self=title (1996),null,Eng.
139228,7244-A063,5,005-Speed to My Side,6m 53sec,Rollerskate Skinny,Horsedrawn Wishes (1996),null,Eng.
139229,223017-A027,19,019-This little babe,1m 25sec,Chalmers damkor,Julkonsert 2008,2008,unknown
139230,234140-A028,14,"014-Il dissoluto punito, ossia il Don Giovanni, K. 527: Act II, Scene XV. No. 24 Finale ""Don Giovanni, a cenar teco"" (Il Commendatore, Don Giovanni, Leporello)",7m 6sec,Wolfgang Amadeus Mozart,Complete Mozart Edition (2000),null,unknown
139231,,13,013-Violin Solo,0m 56sec,Gabriel Yared,Map of the Human Heart (unknown),null,Eng.
139232,53624-A041,12,012-Schones Lied,3m 12sec,Extrabreit,Frieden (2005),null,Ger.
139233,84691-A02,1,002-Rip Out the Wings of a Butterfly (live),3m 26sec,HIM,Killing Loneliness (2006),null,Eng.
139234,96054-A032,12,012-Yakety Yak,1m 51sec,The Coasters,Rock'n'Roll Giants (2008),null,
139235,36206-A067,10,010-Not Me This Time,2m 42sec,The Starvations,Get Well Soon (2003),null,
139236,219106-A033,3,003-Mysterious Sky,4m 36sec,Neblina,Innocence Falls in Decay (2006),null,Eng.
139237,99836-A016,3,003-DJ Spinnin' (Scanty Sandwich's Rose Garden mix),7m 52sec,Punk Chic,DJ Spinnin' (u2001),null,Eng.
139238,217068-A045,11,011-Il se fait tard,1m 39sec,Francoise Hardy,Story : 1964-65 (19889),null,Fre.
139239,181066-A048,B4,0B4-Hermaphroditus,unknown,Ouroboros,Hiietont / Compendium (2007),null,unknown
139240,209700-A08,5,005-I'm Fresh,4m 26sec,Infintry,Beyond tha Struggle (2007),null,Eng.
139241,229193-A046,8,008-Los diablitos,0m 43sec,Ana Tijoux,Vengo (2014),null,Spa.
139242,178102-A00,B4,0B4-Into the Hole,4m 51sec,John Barry,The Black Hole (1979),null,Eng.
139243,156935-A023,6,006-House Across the Bay,3m 36sec,George Strait,Here for a Good Time (unknown),null,null
139244,94269-A022,10,"010-Chamber Symphony, Op. 118a (arrangement: Rudolf Barshai): I. Andante",5m 8sec,  ,Shostakovich Edition (2006),null,Eng.
139245,152058-A041,10,010-I'm In,4m 33sec,Keith Urban,Defying Gravity (2011),null,Eng.
139246,40637-A031,7,007-Stadtstreicher,2m 37sec,Klaus Lage,Stadtstreicher (unknown),null,Ger.
139247,97789-A028,5,005-Kay Pea,5 m 58sec,Art Blakey & The Jazz Messengers,Chippin' In (unknown),null,Eng.
139248,217287-A064,2,002-,3m 50sec,, (2008),null,Chi.
139249,151047-A040,10,010-[untit led],5m 0sec,Harlan Ellison,"On the Road with Ellison, Volume Five (2011)",null,E ng.
139250,57263-A064,14,014-Land of Broken Hearts (acoustic),3m 58sec,Royal Hunt,Land of Broken Hearts (1999),null,Eng.
139251,130904-A055,19,019-Didn't See It Coming,0m 19sec,Cato,"Horror & Sci-Fi, Vol. VII (unknown)",null,Eng.
139252,193779-A051,8,"008-Doctor Zhivago: Somewhere, My Love (Lara's Theme)",3m 39sec,Maurice Jarre,The SBS Movie Show presents: You Must Remember This: 101 Movie Themes & Songs (2004),null,Eng.
139253,102097-A06,10,"010-12 variations sur ""Ein Madchen oder Weibchen"" en Fa majeur, Op. 66: Variation VII",0m 34sec,Ludwig van Beethoven,"Cello Sonatas 1 & 3, variations (feat. cello: Anne Gastinel, piano: Francois-Frederic Guy ) (2004)",null,RFre.
139254,151345-A037,7,"007-Andrea Chenier - Un Di, All'Azzuro Spazio",4m 42sec,Umberto Giordano,The Complete OPERA Collection (1999),null,Eng.
139255,180627-A027,2,002-Noko.,unknown,,Honto da yo (2010),null,Jap.
139256,163715-A025,1,001-Stereo Love,3m 7sec,Edward Maya feat. Vika Jigulina,"Sunshine Live, Volume 35 (2010)",null,Eng.
139257,105478-A033,7,007-Truckin' My Blues Away No.2,2m 54sec,Blind Boy Fuller,The Blues Collection 52: Heart Ease Blues (1996),null,Eng.
139258,175236-A022,15,015-You Can't Run,4m 51sec,Big Mello,Southside Story (1996),null,Eng.
139259,48941-A026,12,012-Extrano,4m 40sec,Eddy Herrera,Salsa Picante (unknown),null,Spa.
139260,95707-A037,1,001-American Gothic,2m 1sec,Don Preston & The South,Hot Air Through a Straw (1969),null,Eng.
139261,76870-A054,1,001-Music,unknown,Brother of Soul,Music (2000),null,Eng.
139262,99555-A022,15,015-Sweet Lorraine,3m 9sec,Frank Sinatra,You Make Me Feel So Young (2002),null,Eng.
139263,149853-A014,5,006-Hypnoconsultism,0m 56sec,Cause for Effect,Progressive And Minimalist Recording (2010),null,Eng.
139264,168871-A050,3,003-The Black Country,4m 38sec,Eng.,The King of Metal (2012),null,Blaze Bayley
139265,59772-A050,8,008-Stealin',4m 49sec,Uriah Heep,The Very Best of Uriah Heep (1993),null,unk.
139266,230839-A020,5,005-Drink doch ene met,3m 2sec,Black Fooss,Viva Express: Die 40 schonsten kolschen Balladen (2011),null,Kol.
139267,102164-A056,1,001-G.I. Dirt Races,3m 24sec,Mittens-o-nStrings,"It Is Becomes Disaffect Towards the Present World, Look Up the Sky! (2006)",null,Eng.
139268,40696-A039,9,009-The Wrath,3m 47sec,Ritual Carnage,Every Nerve Alive (unknown),null,Eng.
139269,101784-A049,13,013-Anywhere But Here,4m 5sec,Top Suzara,Carry On (2006),null,Eng.
139270,206050-A013,18,018-Blankenberge,2m 52sec,Hugo Matthysen,Zo is er maar een 2008,2008,unknown
139271,179716-A021,B16,B16-Resurrection,3m 17sec,Die Vision,No Popstars (1988),null,Eng.
139272,124277-A051,6,006-A Que Me Quedo Contigo,4m 8sec,Rocio Durcal,Lo Escencial (unknown),null,Spa.
139273,10123-A08,8,007-1926,4m 31sec,Thalia Zedek,Been Here and Gone (2001),null,Egn.
139274,114509-A019,6,006-Nanna ninna,4m 20sec,Compagnai dell'anello,Terra di Thule (1983),null,Ita.
139275,195375-A047,10,010-O.,2m 59sec,Artie Shaw,Classic Artie Shaw Bluebird and Victor Sessions (2011),null,Eng.
139276,146969-A06,2,002-Mellow Bordello,unknown,Casey & Tonks,Euro Beats (unknown),null,Eng.
139277,137929-A025,14,014-Holocaust,3m 47sec,Protector,Lost in Eternity (1995),null,ng.
139278,176882-A016,B7,0B7-The Beating of a High School Spanish Teacher,0m 28sec,Adam Sandler,They're All Gonna Laugh at You (1993),null,Eng.
139279,64252-A013,1,001-DIGITAL MASTER,3m 48sec,,PUNK DRUNKER (2002),null,Jap.
139280,151310-A041,6,006-Finding My Ego,3m 53sec,Stuart Davis,Self Untitled (1994),null,Eng.
139281,34760-A037,4,004-Mexican Seafood,2m 0sec,Nirvana,Fecal Matter (unknown),null,Eng.
139282,127898-A043,6,006-King of Wishful Thinking,4m 2sec,Go West,Soft Rock (2001),null,En g.
139283,96139-A036,8,008- ,5m 15sec,  ," , ! (2008)",null,Rus.
139284,127442-A023,2,002-Shelter,unknown,Corrinne May,Beautiful Seed (2007),null,Eng.
139285,137714-A031,9,09-,3m 25sec,, [dBS] (1989),null,Chi.
139286,191847-A058,4,004-Hangover,unknown,Taio Cruz feat. Flo Rida,Fetenhits: EM Sommer 2012,2012,unknown
139287,186152-A047,2,002-Moonlight Serenade,2m 42sec,Glenn Miller,The All Time Greatest Hits (1990),null,Eng.
139288,118580-A047,10,010-A demain my darling (The Sha La Laa Song),2m 28sec,Marie Laforet,L'Integrale Festival 1960/1970 (1998),null,Fre.
139289,158836-A041,4,Chapter 06-04: North Gate,2m 25sec,Angie Sage,Flyte (2006),null,Eng.
139290,124953-A043,16,016-Strum,1m 59sec,Frank DeVol,"Dirty Dozen, The & Dirty Dingus Magee (1967)",null,Eng.
139291,170550-A058,4,"Symphonie fantastique, Op. 14: IV. Marche au supplice",4m 4sec,Hector Berlioz,Symphonie_Fantatsique_(2010),null,Fre.
139292,87544-A017,1,001-Eterna,unknown,Christian West,Eterna (1999),null,Eng.
139293,112-A04,8,008-Dreamer,3m 33sec,Supertramp,The Autobiography of Supertramp (1987),null,Eng.
139294,160838-A016,18,018-City of Angels,5m 31sec,"10,000 Maniacs","Bottom Line, Ny March 29, 1988 (unknown)",null,Eng.
139295,224249-A036,4,"004-Symphony no. 6 in D major, op. 60. I. Allegro non tanto",2m 18sec,Antonin Dvorak,Classic FM: Best of 2000 (unknown),null,Eng.
139296,115655-A050,20,020-Fellowship of Thieves,unknown,The Crucified,The Complete Collection (2009),null,Eng.
139297,6698-A039,5,005-Peddlers of Death,4m 33sec,Black Label Society,Sonic Brew (1999),null,Eng.
139298,,123461-A063,1,001-Strolling Down the Strand,1m 38sec,Paul Lewis,Victorian and Edwardian Moments (unknown),null
139299,196309-A013,44,044-Alternate Cue 04,0m 23sec,Georges Delerue,That Man From Rio (2009),null,Eng.
139300,80482-A027,4,004-,unknown,KILLERS,TROUBLE QUEEN (2006),null,Jap.
139301,46591-A021,11,011-Za Alokh Gurzauron,1m 9sec,Za Frumi,Tach (2001),,
139302,175317-A05,13,013-Preamble,1m 23sec,The Mothers of Invention,Roxy & Elsewhere (1990),null,Eng.
139303,105429-A00,3,003-Global Information,5m 2sec,Data,The Best of Chilled* (disc 1) (2006),null,Eng.
139304,37032-A039,3,003-Hey! Somebody,unknown,Ghosty,Three Pop Songs (unknown),null,Eng.
139305,65825-A049,3,003-Chinese Rednecks,2m 6sec,Radon,In Your Home! (1994),null,Eng.
139306,71001-A069,17,017-BRAVO JOHNNY,unknown,Kenzi & The Trips,Kangaroo (1989),null,Jap.
139307,96117-A063,3,003-King Lui,7m 2sec,Quarz,SiO (2002),null,Ger.
139308,196342-A070,12,012-Prelude,3m 51sec,WDejaa Vu,Le Meilleur du rock progressif japonais (unknown),null,Eng.
139309,149990-A068,3,002-Girls Nite Out,4m 37sec,Tyler Collins,Girls Nite Out (1989),null,Eng .
139310,121068-A062,71,"071-Du Vin, Du Pain",0m 10sec,Thomas Kane & Colin Baldry,It's a Mad Mad World (unknown),null,Eng.
139311,180340-A019,15,015-The Rest Is Silence,0m 50sec,Glen Campbell,Ghost on the Canvas (Z011),null,Eng.
139312,137729-A062,7,006-Coloured Pills,3m 7sec,Corn Flakes,Double Bed (1995),null,Eng.
139313,56993-A041,22,022-Break Free,2m 50sec,Raised Fist,Cheeap Shots (2000),null,Eng.
139314,99040-A028,32,032- ,2m 27sec, ,  (1994),null,Rus.
139315,65949-A044,7,009-Head Down and Burn,1m 50sec,Coliseum,Mo ral Damage / Goddarkness (2006),null,Eng.
139316,95809-A049,9,009-Angel of Tears,3m 4sec,Garden Of Tears,Orkus Compilation 40 (2008),null,unknown
139317,6383-A023,7,007-Drift Away,4m 7sec,The Nylons,The Best of the Nylons (1993),null,Eng.
139318,189831-A068,3,Anthem #3,2m 29sec,Floorfilla,Deejay Parade Estaet 2000 (unknown),null,Eng.
139319,4212-A040,1,001-Until Dawn,5m 0sec,Kim Waters,From the Heart (unknown),null,Eng.
139320,168083-A038,8,008-Ikka jalle,5m 53sec,Marju Lanik,Best of 1 (2006),null,Est.
139321,25885-A034,16,016-Everything in Its Right Place,unknown,Radiohead,"2001-06-27: Shoreline Amphitheatre, Mountain View, CA, USA (unknown)",null,Eng.
139322,163682-A012,13,013-Stutter,3M 21SEC,Joe,The-Very-Best-of-Pure-R&B:-The-Summer-Collection-(2002),null,Eng.
139323,157390-A063,11,011-285 (feat. Young Jeezy & Ludacris),2m 57sec,Yung Berg,"Twitter Music, Vol. 3 (2010)",null,Eng.
139324,116079-A07,6,006-Re-Enervate,3m 8sec,Achenar,All Will Change (2007),null,Eng.
139325,101671-A035,12,012-The Messenger,3m 46sec,A New Funky Generation,Cafe Del Mar: The Best Of (disc 1) (2003),null,Eng.
139326,174292-A017,6,006-Mazurek Dabrowskiego (Poland),0m 46sec,[unknown],World Anthems: 20 National Anthems (unknown),null,Eng.
139327,72210-A014,1,001-Num Fio De Ceu,3m 57sec,Anjos,Segredos (unknown),null,Por.
139328,217193-A049,2,l'enfer,2m 31sec,Gregoire,Les Rosesd e mon silence (2013),null,Fre.
139329,79956-A03,56,056-Transel,0m 19sec,,Gameboy Pokemon no Sound gamaru goto itte asoberu (1997),null,Jap.
139330,82197-A060,2,002-Prophecy of the Evening Star,3m 3sec,Barbatos,War! Speed and Power (2001),null,Eng.
139331,54495-A021,6,006-Don't Let Me Be Misunderstood,2m 15sec,The Animmals,Sweet Dreams (unknown),null,uknown
139332,126652-A01,64,064-Investigation Groove,0m 30sec,Christof Dejean,Investigation Grooves (unknown),null,Eng.
139333,54746-A066,16,016-Final Theme (2),7m 1sec,Bob Dylan,Pecos Blues (unknown),null,Eng.
139334,,14,014-Jouney Through Galaxy,5m 32sec,Dreamcatcher,Club Night Lounge (2006),null,Eng.
139335,110972-A03,5,005-Stained-N-Strained,3m 12sec,Sukpatch,Phazed and Re-Fuzed (unknown),null,Eng.
139336,5571-A012,5,005-Person to earson,3m 17sec,Stan Freberg,Tip of the Freberg: The Stan Freberg Collection 1951-1998 (unknown),null,Eng.
139337,34161-A040,3,003-Suenos,3m 10sec,Juanes,Mi sangre (2004),null,Spa.
139338,161231-A08,7,007-Supernature,3m 51sec,Cerone,"Disco Hits, Vol. II (1992)",null,Eng.
139339,29275-A027,10,010-Splinters,4m 52sec,Intra-Venus,Irreverence (2001),null,Eng.
139340,24223-A024,7,007-The Day They Pulled the North Pole Down,3m 51sec,XTC,Explode Together: The Dub Experiments 7880 (1992),null,Eng.
139341,35599-A08,4,004-The Way (parts 1 & 2),10m 17sec,Jody Watley,Affection (1995),null,Eng.
139342,107674-A00,13,013-Peakin',6m 37sec,,"Jeremy Healy's Clockwork Orange Mix, Vol. II (unknown)",null,Eng.
139343,93036-A049,29,029-She Ain't Gonna,unknown,Frank Aureli,I'm Gonna Rock on You (2005),null,Eng.
139344,90526-A03,4,004-Blef oew eige,2m 49sec,De Vrolijke Druiven,"Carnaval in Oeteldonk, deel 18 2(002)",null,Dut.
139345,51812-A062,1,001-Down by the Riverside,3m 0sec,Ettua Cameron,"A Gospel Concert With Etta Cameron, Vol. II (unknown)",null,Eng.
139346,214121-A060,7,007-Two Black Russians and a Pernod,4m 45sec,NoCrows,magpie (2008),null,Eng.
139347,92672-A07,3,003-Iyilik Yap Denize At,7m 16sec,Erdem Yoruk & Isn Karaca & Eda Ozulku & Metin Ozulku,Masalclar-1 (20004),null,Tur.
139348,140032-A09,11,011-Roseira do norte,3m 6sec,Dominguinhos,A musica brasileira deste seculo por seus autores e interpretes: Dominguinhos (unknown),null,Por.
139349,79120-A048,1,001-Time to Say Goodbye (Con te partiro),4m 6sec,Sarah Brightman,Una voce romantica (1999),null,unknown
139350,56743-A046,13,013-Tunnel of Terror,3m 36sec,John Ottman,Urban Legends: Final Cut (2000),null,Eng.
139351,114412-A028,5,005LOrfeo:ActI.Lasciateimonti(Choro),2m 37sec,Claudio Monteverdi,LOrfeo (New London Consort feat. conductor: Philip Pickett) (unknown),null,Ita.
139352,125213-A059,3,003-[untitled],3m 58sec,The Joy of Nature and Discipline,The Fog That Life Is Haunted By (2006),null,Eng.
139353,13216-A069,B12,B12-Face Like a Lemon,3m 20sec,Ivor Cutler,Dandruff (1974),null,n9.
139354,20210-A056,10,010-Il Trovatore: Vedi! Le fosche notturne spoglie (Anvil Chorus),2m 54sec,Giuseppe Verdi,Grand and Glorious (Atlanta Symphony Orchestra & Chorus) (unknown),null,unknown
139355,18139-A046,6,006-Nostalgia,3m 19sec,Ninety Pound Wuss,Hierarchy of Snakes (unknown),null,Eng.
139356,20 6796-A026,18,018-Kim,2m 44sec,Eminem,"How to Be an MC, Vol. XIII (Eminem Instrumentals)  (unknown)",null,Eng.
139357,89519-A046,7,007-Everyone's a DJ,4m 7sec,Zookeeper,Becoming All Things (2007),null,Eng.
139358,153035-A02,8,008-Battlefield,5m 3sec,Heavenly Embers,DEMO (2011),null,Eng.
139359,29604-A036,12,012RubberCrutch,6m 1sec,Mordred,The Next Room (1995),null,Eng.
139360,156163-A09,2,002-I Am The Music Man,1m 34sec,The Birthday Bunch,Happy Birthday Bella (unknown),null,Eng.
139361,85107-A018,7,007-The Warrior,3m 57sec,Scandal,"Ultimate Rock Clasics, Volume 1: The Eighties (disc 3) (unknown)",null,Eng.
139362,218470-A059,B2,0B2-Rye Beat (Comin' Thru The Rye),2m 2sec,The Titans,The Beatles with Tony Sheridan and Guests (1964),null,Eng.
139363,35576-A016,2,002-New Vengeance,unknown,Gne,Gone II - but Never Too Gone (unknown),null,unknown
139364,30153-A02,4,004-The West Wind,3m 44sec,Orange Tee Productions,The Sounds Of Shenandoah (unknown),null,Eng.
139365,91270-A067,10,010-A Foggy Day,4m 54sec,[anonymous],Entertaining Friends: Smooth Sophistication (2002),null,Eng.
139366,70342-A041,9,009-The Burning City Smoking,5m 32sec,Kevin Devine,Put Your Ghost to Rest (2006),null,Eng.
